horizon_min,model,lam_policy,theta,slippage,scope,n_decisions,n_matched,n_gated,n_fillable,pass_rate,unfillable_rate,gross_mean,entry_cost_markout_mean,entry_cost_markout_median,roundtrip_touch_net_mean,hit_rate,sum_entry_markout
5,lgbm,wf,1.5,0.005,in_scope,741221,688678,112536,110848,0.15182516415482022,0.014999644558185825,0.0017753596184775233,-0.009400122798979282,-0.00961882621049881,-0.016047559678554535,0.21097358545034642,-1041.98486328125
5,lgbm,wf,1.5,0.01,in_scope,741221,688678,68730,67610,0.09272538149890519,0.016295649643532664,0.0024479683488607407,-0.014024298638105392,-0.014489136636257172,-0.020951086655259132,0.17237095104274516,-948.1828002929688
5,lgbm,wf,2.0,0.0,in_scope,741221,688678,145240,143120,0.19594695778991691,0.014596529881575324,0.0014935062499716878,-0.004345265682786703,-0.004636605270206928,-0.010701294988393784,0.3004192286193404,-621.8944091796875
5,lgbm,wf,2.0,0.005,in_scope,741221,688678,84152,82780,0.11353159179246136,0.016303831162658048,0.002016277052462101,-0.009092746302485466,-0.009542092680931091,-0.015699293464422226,0.21395264556656196,-752.6975708007812
5,lgbm,wf,2.0,0.01,in_scope,741221,688678,53460,52547,0.07212423825013053,0.017078189300411523,0.002795123029500246,-0.013616183772683144,-0.014383773319423199,-0.0205202866345644,0.17648961881743963,-715.4896240234375
5,lgbm,wf,1.0,0.0,out_of_scope,1291344,1291302,423274,423121,0.32777788102937716,0.00036146798527667657,0.0019873585551977158,-0.010029558092355728,-0.0074456920847296715,-0.02419709973037243,0.36038154570442027,-4243.716796875
5,lgbm,wf,1.0,0.005,out_of_scope,1291344,1291302,272739,272624,0.2112055346987325,0.00042164853577962813,0.0025912367273122072,-0.015330790542066097,-0.012468278408050537,-0.03038858063519001,0.2893839133751981,-4179.54150390625
5,lgbm,wf,1.0,0.01,out_of_scope,1291344,1291302,188892,188801,0.14627550830762368,0.00048175677106494715,0.0030934554524719715,-0.020611051470041275,-0.017448436468839645,-0.036373548209667206,0.2386533969629398,-3891.38720703125
5,lgbm,wf,1.5,0.0,out_of_scope,1291344,1291302,272641,272541,0.21112964477319754,0.00036678269225831774,0.0025948428083211184,-0.008851105347275734,-0.006619157735258341,-0.022500481456518173,0.36591191783988464,-2412.2890625
5,lgbm,wf,1.5,0.005,out_of_scope,1291344,1291302,183553,183488,0.14214105613995962,0.00035412115301847424,0.0030385360587388277,-0.014295702800154686,-0.011722574010491371,-0.028767984360456467,0.2875228897802581,-2623.08984375
5,lgbm,wf,1.5,0.01,out_of_scope,1291344,1291302,132293,132243,0.10244597876321104,0.00037794894665628566,0.0034329595509916544,-0.019621605053544044,-0.0167602077126503,-0.03474611043930054,0.23456818130260204,-2594.81982421875
5,lgbm,wf,2.0,0.0,out_of_scope,1291344,1291302,187744,187681,0.14538651203707145,0.000335563320265894,0.0028523507062345743,-0.00819248054176569,-0.006130579859018326,-0.021462097764015198,0.3672614702607083,-1537.572998046875
5,lgbm,wf,2.0,0.005,out_of_scope,1291344,1291302,131559,131513,0.1018775787086942,0.00034965300739592123,0.003289729356765747,-0.013566626235842705,-0.01123369112610817,-0.027603717520833015,0.2839491152965867,-1784.187744140625
5,lgbm,wf,2.0,0.01,out_of_scope,1291344,1291302,97805,97770,0.07573892007087189,0.0003578549153928736,0.0037388810887932777,-0.01877160184085369,-0.01625075191259384,-0.03342701494693756,0.2303365040400941,-1835.299560546875
5,tcn,raw,1.0,0.0,in_scope,741221,688678,344786,341640,0.46515951382920884,0.00912450041475002,0.0007048193947412074,-0.005549000576138496,-0.004811696242541075,-0.012301165610551834,0.30984954923311087,-1895.760498046875
5,tcn,raw,1.0,0.005,in_scope,741221,688678,190737,188837,0.25732811131902633,0.009961360407262356,0.0009376871748827398,-0.01074519194662571,-0.009738141670823097,-0.017972536385059357,0.23043153619258938,-2029.08984375
5,tcn,raw,1.0,0.01,in_scope,741221,688678,116006,114777,0.1565066289271351,0.010594279606227264,0.0011635797563940287,-0.015959536656737328,-0.01466745138168335,-0.023634985089302063,0.19182414595258632,-1831.7877197265625
5,tcn,raw,1.5,0.0,in_scope,741221,688678,243640,241214,0.32870088678005616,0.009957314069939254,0.0008556257816962898,-0.005369655322283506,-0.00469207763671875,-0.01217860821634531,0.31839777127364083,-1295.236083984375
5,tcn,raw,1.5,0.005,in_scope,741221,688678,140551,139038,0.18962090928346606,0.010764775775341335,0.0010833860142156482,-0.010538076981902122,-0.009630255401134491,-0.017767034471035004,0.23710064874350897,-1465.193115234375
5,tcn,raw,1.5,0.01,in_scope,741221,688678,89099,88118,0.12020571462492294,0.011010224581645136,0.001400066539645195,-0.01563459262251854,-0.01453879103064537,-0.023289324715733528,0.19733766086384166,-1377.68896484375
5,tcn,raw,2.0,0.0,in_scope,741221,688678,176672,174774,0.238352664050263,0.010743071907263178,0.0009936600690707564,-0.005210179835557938,-0.004607615992426872,-0.012062572874128819,0.3245047890418483,-910.60400390625
5,tcn,raw,2.0,0.005,in_scope,741221,688678,106699,105478,0.14395031981015108,0.011443406217490324,0.0013662903802469373,-0.010217261500656605,-0.009511513635516167,-0.017463086172938347,0.2440698534291511,-1077.6962890625
